title,plot,director,cast,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,War,Western
Feng Shui 2,"Long time afterwards, after Joy has last seen the Bagua mirror, a man named Lester finds it having the same experiences like what Joy had. Its up to Joy to help Lester against the curse and the deadly consequences.",Chito S Roño,"Kris Aquino, Coco Martin, Cherry Pie Picache, Ian Veneracion",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Pyramid,"Four episodes strictly connected to an infernal object: a bizarre pyramid that came into our world to spread madness, death and destruction.","Roberto Albanesi, Luca Alessandro, Simone Chiesa","Chiara Acaccia, Luigi Bassi, Marco Battaglia, Fausto Bellone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Within,"Six months after the outbreak, a man and woman have survived by isolating themselves in a remote cabin. Starved for resources, they must confront the horrors that threaten them from outside and from within.",Ben Wagner,"Dean Chekvala, J Claude Deering, Rick Federman, Sarah McMaster",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Tiktik: The Aswang Chronicles,"Makoy, a soontobefather, is suddenly forced to protect his pregnant wife from an onslaught of hungry aswang monsters. He must not just fight for his love, but fight for their very survival into trouble with a group of gypsies who transform into TikTik.",Erik Matti,"Dingdong Dantes, Joey Marquez, Lovi Poe, Janice de Belen",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devil Lives Here,Three teenagers go visit a friend at his old farmhouse for the weekend. What they didnt expect was to be stuck in the middle of a centenary war between good and evil.,"Rodrigo Gasparini, Dante Vescio","Pedro Caetano, Pedro Carvalho, Mariana Cortines, Felipe Frazão",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Fangboner,"Dick and Suzy become infected with an unknown virus. They soon discover that they have a new found taste for blood. The problem is, they only seem to be able to suck blood out of their victims crotches.",Nathan Rumler,"Lauren Abbott, James Bell, Terence Lee Cover, Sheri Darling",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalam,A man acquires a mansion and gifts it to his son. He doesnt realize that the house is haunted.,Robert Raaj,"Lakshmi Priyaa Chandramouli, Amzath Khan, Srinivasan, Madhusudan",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Another Yeti a Love Story: Life on the Streets,"After moving to Los Angeles to start anew, Adam, an out of the closet single father of a yeti baby, is dragged into the underground sex trade when his child is kidnapped; Now with the help of his two new friends, a heroinaddicted yeti prostitute and a sexy stripper, they must fight the forces of evil to save the world.","Adam Deyoe, Eric Gosselin","Whitney Moore, Lloyd Kaufman, Tommy Pistol, Josh Androsky",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Runs Cold,"Winona, a successful artist looking to get away from her stressful life. Her manager rents her a house in her home town where she runs in to an old boyfriend. They go back to the house, only to find out it is not as empty as they assumed.",Sonny Laguna,"Ralf Beck, Elin Hugoson, Hanna Oldenburg, Andreas Rylander",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Pool: Chapter Two,"A featurelength horror anthology with Vampires, Ghosts, Demons, Death, Succubi, Mind Control, The Monster Under Your Bed, Cults, Zombies and Serial Killers.","Randy Smith, Vincent Valentino, Jennifer Allanson","Victoria Luloff, Rilla OBrien, Samantha Renaud, Stephanie Moran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,"Photophobic Zano, arrives in the big city for the very first time. The year is 1984 and Athens beckons. A vampire and a fine dancer, Zano quickly gets devoured by the dark underbelly of the capital city. All he really wants is a warm girl.",Yannis Veslemes,"Daniel Bolda, Yannis Bostantzoglou, Alexia Kaltsiki, Vasilis Kamitsis",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Braxton Butcher,"A serial killer returns to a small town on the anniversary of his initial spree, forcing a young cop  himself a survivor of the original massacre  to catch him before its too late.",Leo McGuigan,"Shaun Blaney, Jenna Byrne, Vicky Allen, Diona Doherty",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Bloodsucka Jones,"Bloodsucka Jones rises from the pages of legend to help a chronically confused David and wouldbe vampire hunter Tony, save David from his vampire girlfriends brother and his popcollared cronies.",Justin Armao,"Preston Gant, Maria Canapino, Justin Armao, Travis Woods",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales from the Campfire,"Four friends plan a camping trip at a small campground to spend an evening around a fire, telling each other campfire stories that all supposedly happened close to the area that theyre staying at.",Tim Bell,"Dave McRae, Erin Hay, PierreLuc Larrok, Cody Bolton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fridge,"Synopsis: Years ago, Tina (Andi Eigenmann) was sent away to the United States to live with her aunt because of an incident involving her parents that has never been explained to her. She moves back to the Philippines into their old home, hoping for a new start. Unfortunately for her, shes not alone in the house. The kitchen is home to a demonic, humaneating refrigerator. Tina must dig into the ...",Rico Maria Ilarde,"Andi Eigenmann, Janice de Belen, JM de Guzman, Joel Torre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsters Among Men,"An egocentric businessman awakens deep in the woods to find he has been abducted by a subversive group of bloodthirsty vampires disguised and living among us. He must not only escape their clutches, but save his beloved girlfriend before time, the truth, and his kidnappers catch up with him.",Ryan Blazic,"Jim ORear, Michelle Shields, Dean Vanderkolk, Craig Bouwens",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Dead the Damned and the Darkness,"To reach the sea, a soldier has to fight his way through zombie hordes as well attempt to help other survivors along the way.",Rene Perez,"Robert Tweten, Iren Levy, John J Welsh, Richard Tyson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sowkarpettai,The story is about two lovers who are murdered by villains. They come back as ghosts and start taking revenge on the people who killed them.,Vadivudaiyan,"Aarthi, Raai Laxmi, Madhavan, Rekha Mallick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Conspiracy Theory,"While filming in southern Nevada, a television crew discovers a terrifying truth lurking beneath the waters of Lake Mead.",Jake Myers,"Ben Kobold, Jennifer Mills, Jamie Bragg, Brian Schroeck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Net I Die,"Net idols that have been celebrated in the past. Have launched their own brand cosmetics. And have gathered the most popular net idol today to be the adverts. To display a dazzling review of their cosmetics. But then the horror story. When the presenter, but everyone and everyone related to cosmetics. Can not find the cause And everyone is killed through the horrific Live video channel, so she ...",Weeratham Preedee,"Kachai Pich, Fahkuelon Ratsameekhae, KlaiUdom Sarantorn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Compulsión,A shy young woman suspects that her enigmatic boyfriend is cheating on her. When start looking for the truth she will find a sinister secret that will turn her life into an endless nightmare,Ángel González,"Susana Abaitua, Pol Cardona, Marina Esteve, Paco Manzanedo",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Quarantine Hauntings,"17 yr old Jasmine struggles to come to terms with her fathers death. She and her best friend Skye are left to take care of their younger siblings Zac, Blake, and Eva when their mothers Sandy and Katherine decide to go on a girls night out to give Sandy a breather. Jasmine and Skye take the kids to the notoriously haunted Quarantine station to research a school assignment where they find out ...","Arnold Perez, Bianca Biasi","Lauren Clark, Dalisha Cristina, Elizabeth Wiltshire, Blake Dubler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KILD TV,"The crew of a local horror movie showcase is use to broadcasting creepy stories of heinous killers, but tonight they are the story, trapped with a real killer among them.",William Collins,"DC Douglas, Astrea CampbellCobb, Heather Williams, Grace Johnston",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Orcs!,"When marauding orcs invade a US National Park, our collective fates lie in the hands of Ranger Cal Robertson and his sidekick, Volunteer Cadet Hobie, who must stop the wave of destruction before the whole world is overrun.",Andrew Black,"Adam Johnson, Maclain Nelson, Renny Grames, Barta Heiner",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Exorcist,An exorcist and his assistant try to free a young woman from her bizarre possession and release a much more fatal evil.,Hwi Kim,"Yeryeon Cha, Hojin Chun, Hyeseong Kim, Seonggyoon Kim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Against the Night,"A group of friends sneak into an abandoned prison with the intention of making a ghost hunting video, until they start to go missing one by one.",Brian Cavallaro,"Josh Cahn, Leah Holleran, Hannah Kleeman, Erik Kochenberger",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Encounter,"When Collin Bastrow is found in the forest, alone and afraid, he has a shocking story to tell. As he struggles to recount the events of the previous night his memories return in a series of horrific flashes of what became of his friends and fiancée. What started as a simple camping trip in the mountains of Northern Arizona quickly descended into an amazing and terrifying story that is truly out ...",Robert Conway,"Clint James, Owen Conway, Megan Drust, Eliza Kiss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ebola Zombies,"A group of thieves break into an industrial complex to pull off a jewelry heist, but stumble upon a hidden laboratory where unorthodox SARS and Ebola experiments are taking place on stolen cadavers, who soon mutate into bloodthirsty zombies.",Samuel Leong,"Anna Chan, Jack Chan, Cash Lee, Samuel Leong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Snow Queen,"A mysterious presence has threatened humanity for hundreds of years as it lurks in the frozen wastes people avoid. It takes two groups of adventurers, separated in time, to defeat her and the army of demons and monsters she can summon.",Rene Perez,"Nadia Lanfranconi, Iren Levy, Aurelia Scheppers, David Reinprecht",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Female Werewolf,"Lost in a fever of sexual delirium, a mentally unstable woman begins to believe she may be turning into a monster.",Chris Alexander,"Carrie Gemmell, Shauna Henry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infliction,"In 2011, two brothers documented their murder spree in North Carolina. This is the actual assembled footage.",Jack Thomas Smith,"Jason Mac, Elliott Armstrong, Ana Shaw, Catherine Trail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She Was So Pretty,"Valerie Vestron, is looking for a vacation from her life. Her friends have a plan to get her out of the house and get her to a secluded cabin. They plan to throwback some beer, and unwind, for the weekend, but they get more than they bargained for.",Brooke Ewing,"Amanda Butler, Garrett Chewning, Justin Ewing, Whitlee Flinn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghostline,Life takes a terrifying and unpredictable turn for Tyler & Chelsea when they begin to receive menacing phone calls from a seemingly unstable woman who insists that Tylers her exboyfriend.,Dean Whitney,"Rachel Alig, Zack Gold, Burt Culver, Mark Benjamin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gas Light,A troubled nun attempts to confront the haunts of her past by visiting an old flame in a distant city.,Chad Dossett,"Julianna Robinson, William McNamara, Kirsten Roeters, Benjamin Alan",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Amityville Legacy,A cursed antique toy monkey from the original DeFeo home wrecks havoc and possesses a father after being gifted during an annual family reunion.,"Dustin Ferguson, Mike Johnson","Schuylar Craig, Cheyenne King, Jade Michael LaFont, Julia Farrell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interstelar 2: Operation Terra 2040,"16 years after the events of Interstelar (2014) as food shortage attacks yet again, another brave man goes on a space mission to bring food to Earth.",Danil Andreev,"Danil Andreev, Sergey A, Sergey Volkov, Nikolay Yeriomin",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Sadist,"A combat veteran, with serious psychological damage, stalks campers and hunters in the woods.",Jeremiah Kipp,"Tom Savini, Frank Wihbey, Santo Fazio, Mackenzie Christine Hawkins",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
After Dark,It is a wild ride for Crystal and her friends as they head to the sand dunes of Diamond Mountain for spring break to ride motocross bikes and party with other college students. Along the way they have car problems and are forced to pull off the abandoned road and wait for friends to come by and help. Shortly after waiting on the side of the road they are accompanied by a stranger who offers help ...,Rico Johnson,"Sonny Bermudez, Jerry Boyd, Lane Compton, Mekia Cox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ten,"Ten women find themselves in a vacant mansion on Spektor Island in December, 1972. Each believes shes traveled to the house on business, but they all agree that something seems strange. For one thing, the entire house is full of pictures and statues of pigs. The women all come from drastically different walks of life. None of them would have chosen to spend the night together in such an eerie ...","Sophia Cacciola, Michael J Epstein","Jade Sylvan, Molly Carlisle, Molly Devon, Karin Webb",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ascent to Hell,"When a realtor shows an old New York factory building to a group of wouldbe investors, they are unwittingly caught in its tragic and sinister history.",Dena Hysell,"Azura Skye, Cayleb Long, Bill Sage, Taylor Black",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
How to Save Us,Brian Everetts younger brother Sam goes missing on the island of Tasmania during the middle of a mysterious quarantine forcing Brian to traverse across enemy lines to save his brother from an army of ghosts.,Jason Trost,"Jason Trost, Tallay Wickham, Coy Jandreau, Michael Gupta",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Slasher House 2,"Red fights her way through a maze filled with assassins, monsters and maniacs she comes closer to discovering the truth behind the mystery and the mastermind behind the Slasher House.",Mj Dixon,"Francesca Louise White, Luna Wolf, Sophie Portman, Sam Cullingworth",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shock Value,Struggling B movie Director blackmails a serial killer to be the star of his next film.,Douglas Rath,"Zak Hudson, Anthony Bravo, Janelle Odair, Michelle Campbell",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombie 108,A virus gets loose in Taipei. Army and SWAT teams oversee evacuation but in Ximending the gangs dont want the police. They attack the military but when both find themselves under attack by zombies there is an alliance as they try and escape.,Joe Chien,"Morris Hsiang Jung, Yvonne Yao, Sona Eyambe, JoshHiyakawa Wilson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Head Cases: Serial Killers in the Delaware Valley,"Serial killer Wayne Montgomery committed 41 murders between 1979 and 2007, leaving behind an extensive library of his lifes work. Now, a new generation carries on Waynes legacy in a terrifying world where rules do not apply. Take a trip through the mind of one of historys most prolific serial killers  and his devoted followers who are out for blood.",Anthony Spadaccini,"Paul McCloskey, Brinke Stevens, Mark Cray, Michael Manfredo Jr",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
